controller_support,dlc,website,pc,mac,linux,demos,reviews,movies,recommendations,achievements,developer,publisher,positive,negative,initialprice,language_count,metacritic_score,single_player,multi_player,online_multi_player,local_multi_player,valve_anti_cheat,steam_achievements,steam_trading_cards,steam_cloud,full_controller_support,partial_controller_support,steam_leaderboards,indie,action,casual,adventure,strategy,simulation,early access,rpg,free_to_play,racing,sports,violent,gore,sexual_content,nudity,education,self_published,label
0,14,1,1,1,1,0,0,0,1,1,Colossal Order Ltd.,Paradox Interactive,605,179,19.99,4,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
0,0,1,1,0,0,0,0,0,1,1,1C:InoCo,Paradox Interactive,600,238,0.0,3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
0,2,1,1,0,0,1,0,0,0,1,Most Wanted Entertainment,Paradox Interactive,32,68,12.99,5,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,1,1,0,0,0,0,0,1,1,Martin Ivanov,Paradox Interactive,1075,144,9.99,7,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0,4,1,1,0,0,0,0,1,0,1,Ageod,Slitherine Ltd.,35,44,19.99,4,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
0,0,1,1,0,0,0,1,0,1,1,Paradox Development Studio,Paradox Interactive,205,110,9.99,4,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
0,0,1,1,0,0,0,0,0,1,1,BattleGoat Studios,BattleGoat Studios,113,62,9.99,4,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
0,0,1,1,1,0,0,0,0,1,1,"PopCap Games, Inc.","PopCap Games, Inc.",2670,126,4.99,5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8
0,1,1,1,0,0,0,0,0,1,1,BlueGiant Interactive,BlueGiant Interactive,46,113,14.99,6,0.0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
0,3,1,1,1,0,0,1,1,1,1,Red Redemption,Red Redemption,267,80,9.99,3,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10
0,0,1,1,0,0,0,0,0,0,1,Ivy Games,Wadjet Eye Games,109,38,4.99,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,1,1,0,0,0,0,1,1,1,Joshua Neurnberger,Wadjet Eye Games,1199,128,9.99,1,0.0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,1,1,0,0,0,0,0,1,1,Wadjet Eye Games,Wadjet Eye Games,848,107,4.99,1,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0,0,1,1,0,0,0,0,0,1,1,Wadjet Eye Games,Wadjet Eye Games,364,27,4.99,1,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0,0,1,1,0,0,0,0,0,1,1,Wadjet Eye Games,Wadjet Eye Games,298,14,4.99,1,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0,0,1,1,0,0,0,0,0,1,1,Wadjet Eye Games,Wadjet Eye Games,312,11,9.99,1,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0,4,1,1,1,0,0,0,0,1,1,Giants Software,Giants Software,338,68,9.99,2,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10
0,0,1,1,0,0,1,1,0,0,1,Relentless Software,Relentless Software,59,13,4.49,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
0,0,1,1,0,0,1,0,0,1,1,Petroglyph,Petroglyph,65,93,0.0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
0,2,0,1,0,0,1,0,0,1,1,Digital Reality,HandyGames,771,98,9.99,5,0.0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
1,0,1,1,1,1,0,1,0,1,1,11 bit studios,11 bit studios,3300,481,9.99,7,0.0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12
0,0,1,1,0,0,0,0,0,1,1,"X1 Software, AWAR",Deep Silver,434,275,14.99,5,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
0,5,1,1,1,0,1,0,1,1,1,Coffee Stain Studios,Coffee Stain Publishing,2552,296,9.99,12,0.0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,0,1,0,1,1,1,Streum On Studio,Streum On Studio,4459,906,9.99,2,0.0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
0,0,0,1,0,0,1,0,0,0,1,Bacon Wrapped Games,NinjaBee,77,9,4.99,5,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,1,1,0,0,1,0,0,0,1,Bacon Wrapped Games,NinjaBee.com,21,7,9.99,1,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,1,0,1,0,0,0,0,0,1,1,Steel Monkeys,Next Dimension Game Adventures Ltd.,1219,225,9.99,7,0.0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
0,0,1,1,0,0,0,1,0,1,1,Dark Energy Digital Ltd.,Dark Energy Digital Ltd.,1270,827,4.99,8,0.0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8
0,0,1,1,0,0,0,0,1,1,1,"Geoff 'Zag' Keene, Richard Keene",Geoff 'Zag' Keene,1107,673,1.99,1,0.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,1,1,0,0,1,0,0,1,1,Platine Dispositif,Rockin' Android,130,8,3.99,5,0.0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,1,1,0,0,1,0,0,1,1,Platine Dispositif,Rockin' Android,146,29,3.99,5,0.0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,1,1,0,0,1,0,0,1,1,Platine Dispositif,Rockin' Android,124,22,3.99,5,0.0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,2,1,1,0,0,1,0,0,1,1,Extend Studio,"Extend Studio, ORiGO GAMES",564,253,4.99,7,0.0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,1,1,0,0,0,0,0,0,1,Copenhagen Game Collective,Copenhagen Game Productions,36,13,2.99,1,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,1,0,0,1,1,0,0,1,"WXP Games, LLC","WXP Games, LLC",121,39,9.99,5,0.0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0,0,1,1,0,0,0,0,0,0,1,Black Lion Studios,Viva Media,36,79,9.99,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,1,1,1,1,1,0,0,0,1,1,Zachtronics,Zachtronics,3700,324,9.99,8,0.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12
0,0,0,1,0,0,0,0,0,1,1,Actalogic,Libredia,84,82,2.99,1,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
0,2,1,1,1,1,0,0,1,1,1,Puppygames,Puppygames,837,158,14.99,1,0.0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8
0,0,1,1,0,0,0,0,0,1,1,Stout Games,Stout Games,445,371,3.99,3,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1,1,1,1,1,0,0,1,0,1,1,Final Form Games,Final Form Games,1955,103,9.99,1,0.0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
0,4,1,1,1,0,0,1,1,1,1,Cockroach Inc.,The Sleeping Machine,968,85,3.99,1,0.0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,0,1,1,1,0,0,1,1,1,1,Messhof,Messhof,5480,758,9.99,1,0.0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12
0,0,1,1,1,0,0,0,0,1,1,Telltale Games,Telltale Games,588,86,9.99,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8
0,0,1,1,0,0,0,0,0,0,1,Straandlooper,Empty,29,7,0.0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,1,Straandlooper,Telltale Games,172,14,19.99,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,0,1,1,1,1,1,1,1,0,1,SpikySnail,SpikySnail,120,35,9.99,1,0.0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0,0,1,1,1,1,1,0,0,1,1,Alientrap,Alientrap,723,212,9.99,1,0.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
1,1,1,1,1,1,0,0,1,1,1,"Sparpweed, Codeglue",Sparpweed,3125,211,11.99,16,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,1,1,1,0,0,0,1,0,1,Peter Brinson and Kurosh ValaNejad,Peter Brinson and Kurosh ValaNejad,823,52,0.0,3,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
0,0,0,1,0,0,0,0,0,1,1,"Games Farm, 3Division",Games Farm,167,111,5.99,5,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
0,0,1,1,1,1,1,1,1,1,1,Colibri Games,Colibri Games,3923,567,4.99,27,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
1,1,0,1,0,0,0,1,0,1,1,Paul Fisch,Fish Factory Games,7553,1224,1.99,1,0.0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,1,1,1,1,1,0,0,0,1,Kot in Action Creative Artel,Kot in Action Creative Artel,181,115,14.99,7,0.0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
0,0,1,1,0,0,0,0,0,1,1,IllFonic,"IllFonic, Psyop Games",167,105,9.99,5,0.0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,0,1,1,0,0,0,1,1,0,1,Fire Hose Games,Fire Hose Games,25,15,9.99,1,0.0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,1,0,0,1,1,Murudai,Murudai,1540,158,9.99,1,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
0,3,1,1,0,0,0,0,0,1,1,TimeGate Studios,Atari,707,217,9.99,5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,1,1,0,0,0,0,0,0,1,TimeGate Studios,TimeGate Studios,36,7,9.99,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,0,1,TimeGate Studios,TimeGate Studios,42,5,9.99,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,0,1,TimeGate Studios,TimeGate Studios,91,8,9.99,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
1,46,1,1,0,0,1,0,0,1,1,Stainless Games,Wizards of the Coast LLC,921,130,9.99,9,0.0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,1,1,1,0,0,0,0,1,1,Krystian Majewski,Krystian Majewski,402,182,6.99,3,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8
0,2,1,1,1,0,1,1,0,1,1,Mode 7,Mode 7,1990,430,24.99,1,0.0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12
0,0,1,1,0,0,0,0,0,1,1,Signal Studios,Microsoft Studios,1032,108,9.99,8,0.0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8
0,1,1,1,0,0,1,0,0,1,1,Flying Wild Hog,Good Shepherd Entertainment,3225,656,14.99,6,0.0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,1,0,0,0,0,0,1,1,Game Distillery s.r.o.,Immanitas Entertainment GmbH,134,121,2.99,5,0.0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,1,1,1,1,0,1,0,1,1,1,Zeroscale,Zeroscale,197,53,5.99,7,0.0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10
0,3,1,1,1,0,0,0,0,1,1,"Gaslamp Games, Inc.","Gaslamp Games, Inc.",3879,235,4.99,1,0.0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
0,0,1,1,0,0,0,0,0,0,1,Sigma Team Inc.,Sigma Team Inc.,141,91,4.99,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
0,0,1,1,0,0,0,0,0,1,1,Bedlam Games,Atari,97,283,14.99,5,0.0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0,0,1,1,0,0,0,0,0,0,1,Killspace Entertainment,Atari,29,20,9.99,3,0.0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,0,0,1,1,Avalanche Studios,SEGA,1773,297,15.0,5,0.0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,1,1,0,0,0,0,0,1,1,Dead Mage,Digital Dragon,156,166,4.99,4,0.0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,1,1,0,0,0,0,0,0,1,Dead Mage,Digital Dragon,40,81,4.99,1,0.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,1,1,0,0,0,0,0,1,1,"Nicalis, Inc.","Nicalis, Inc.",748,100,9.99,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12
0,1,1,1,1,0,0,0,1,1,1,"Grey Havens, LLC","Grey Havens, LLC",15666,3202,0.0,4,0.0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,5
0,0,1,1,1,0,0,0,0,0,1,"Grey Havens, LLC","Grey Havens, LLC",961,239,0.0,3,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,8
0,0,1,1,1,0,1,0,0,1,1,Mystic Box,Mystic Box,257,76,9.99,1,0.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
0,0,1,1,1,0,1,0,0,0,1,Michael Brough,Michael Brough,20,9,9.99,1,0.0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
0,3,1,1,0,0,1,0,0,1,1,"Big Huge Games, 38 Studios","38 Studios, Electronic Arts",8523,1201,19.99,5,0.0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
0,2,1,1,0,0,1,1,1,1,1,Robot Entertainment,Robot Entertainment,5371,180,9.99,9,0.0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,1,0,0,0,0,1,0,1,Vanguard Games,Vanguard Games,87,20,9.99,2,0.0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
1,0,1,1,1,1,1,0,1,1,1,Klei Entertainment,Klei Entertainment,1707,373,9.99,1,0.0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12
0,0,1,1,0,0,0,1,0,1,1,Trapdoor Inc.,Electronic Arts,199,74,9.99,1,0.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,1,0,0,0,0,0,1,1,1,Cobra Mobile,Cobra Mobile,148,51,4.99,1,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
0,0,1,1,1,0,0,0,1,0,1,Cobra Mobile,Cobra Mobile,91,38,4.99,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
0,0,1,1,1,0,0,1,0,0,1,Jason Rohrer,Jason Rohrer,53,24,7.99,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,0,0,0,1,1,1,1,Big Fat Alien,Big Fat Alien,4036,731,1.99,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12
1,1,0,1,0,0,0,1,1,1,1,Spiral Game Studios,DANKIE,22057,7558,0.99,1,0.0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
0,1,1,1,1,0,0,1,1,1,1,Daedalic Entertainment,Daedalic Entertainment,1000,314,9.99,7,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8
0,0,1,1,1,1,0,1,0,1,1,State of Play Games,State of Play Games,206,251,5.99,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0,0,1,1,0,0,1,1,0,1,1,Manic Game Studios,Manic Game Studios,293,77,1.99,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1,0,1,1,0,0,0,0,1,1,1,Twisted Pixel Games,Microsoft Studios,167,49,9.99,9,0.0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,1,0,0,0,0,0,1,1,Ensemble Studios,Microsoft Studios,13759,1801,39.99,5,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
1,1,1,1,1,1,0,0,1,1,1,Re-Logic,Re-Logic,255600,7797,9.99,9,0.0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9
0,0,1,1,0,0,1,1,0,0,1,Secret Base,Secret Base,80,50,0.99,1,0.0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1,1,1,1,0,0,0,0,0,1,1,Q-Games Ltd.,Q-Games Ltd.,558,140,9.99,10,0.0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
1,1,1,1,1,1,1,1,1,1,1,Supergiant Games,Supergiant Games,27887,1098,14.99,6,0.0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
0,0,1,1,1,0,1,1,0,1,1,MinMax Games Ltd.,MinMax Games Ltd.,2315,202,9.99,1,0.0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,12
1,0,1,1,0,0,0,1,0,1,1,Zeboyd Games,Zeboyd Games,994,187,2.99,1,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
1,0,1,1,0,0,0,1,1,1,1,Zeboyd Games,Zeboyd Games,2868,222,2.99,1,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
0,11,1,1,0,0,0,1,1,1,1,Bohemia Interactive,Bohemia Interactive,105034,12524,39.99,14,0.0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
1,1,1,1,0,0,0,1,1,1,1,Squid In A Box Ltd,Squid In A Box Ltd,974,60,4.99,1,0.0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0,2,1,1,1,1,1,1,0,1,1,Recoil Games,Stardock Entertainment,1490,130,9.99,13,0.0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,1,1,0,0,0,0,0,0,1,Little Green Men Games,Iceberg Interactive,35,75,13.99,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10
0,10,1,1,1,1,0,0,1,1,1,Days of Wonder,"Days of Wonder, Asmodee Digital",1476,283,9.99,5,0.0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,1,1,0,0,0,0,0,0,1,Days of Wonder,"Days of Wonder, Asmodee Digital",177,119,0.0,2,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8
1,0,1,1,0,0,0,1,1,1,1,Strange Loop Games,IndiePub,540,70,19.99,5,0.0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,1,1,1,1,1,1,1,1,1,The Indie Stone,The Indie Stone,17273,2606,14.99,16,0.0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,12
0,0,1,1,0,0,0,0,0,1,1,"Remedy Entertainment, Mountain Sheep, Cornfox &amp; Brothers",Remedy Entertainment,376,158,9.99,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
1,2,1,1,0,0,0,1,0,1,1,Remedy Entertainment,Remedy Entertainment,22962,2163,14.99,11,0.0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
0,0,1,1,0,0,0,0,0,1,1,Crytek Studios,Electronic Arts,6724,1432,29.99,11,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,1,1,0,0,0,0,0,0,1,Endlessfluff Games,Endlessfluff Games,77,22,9.99,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,1,1,Pixelante Game Studios,Pixelante Game Studios,116,77,4.99,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
0,0,1,1,0,0,0,1,1,1,1,Cryptic Studios,Perfect World Entertainment,18517,5297,0.0,8,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9
0,0,1,1,0,0,1,1,0,0,1,Hazardous Software Inc.,Hazardous Software Inc.,54,32,19.99,1,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
0,0,1,1,0,0,0,0,0,0,1,Digital Arrow,White Rabbit Interactive,117,40,9.99,1,0.0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
0,0,0,1,1,0,1,0,0,0,1,Digital Eel,Digital Eel,54,26,0.0,1,0.0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
0,0,1,1,0,0,1,0,0,0,1,PomPom,Pom Pom Games,30,26,4.99,5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,1,1,1,0,0,0,0,0,1,PomPom,Pom Pom Games,47,17,4.99,5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
